Components,Temperature K,Pressure kPa,Electrical conductivity S/m,Delta elec,SMILES
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,373.25,101.325,0.94,0.02,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,378.45,101.325,1.04,0.02,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,383.1,101.325,1.15,0.02,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,383.15,101.325,1.13,0.02,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,388.35,101.325,1.24,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,393.1,101.325,1.36,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,393.55,101.325,1.36,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,398.45,101.325,1.48,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,403.1,101.325,1.59,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,403.65,101.325,1.59,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,408.35,101.325,1.72,0.03,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,413.1,101.325,1.85,0.04,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,413.35,101.325,1.83,0.04,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+]1(CCCC1)CCCCCCCC
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,288.45,101.325,0.12,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,293.25,101.325,0.15,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,298.45,101.325,0.2,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,303.35,101.325,0.26,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,308.35,101.325,0.3,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,313.25,101.325,0.37,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,318.25,101.325,0.46,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,323.15,101.325,0.54,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,328.15,101.325,0.63,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,333.35,101.325,0.74,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,338.05,101.325,0.84,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,343.25,101.325,0.96,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,348.45,101.325,1.09,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,353.35,101.325,1.24,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,358.35,101.325,1.39,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.0,101.325,1.55,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.25,101.325,1.54,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,368.25,101.325,1.71,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,373.0,101.325,1.89,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,373.45,101.325,1.88,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,378.45,101.325,2.06,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,383.1,101.325,2.26,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,383.35,101.325,2.26,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,388.35,101.325,2.5,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,393.1,101.325,2.7,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,393.25,101.325,2.7,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,398.45,101.325,2.91,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,403.1,101.325,3.12,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,403.45,101.325,3.15,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,408.35,101.325,3.36,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,413.1,101.325,3.6,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,413.35,101.325,3.59,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,288.05,101.325,0.28,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,293.25,101.325,0.34,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,298.45,101.325,0.41,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,303.15,101.325,0.52,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,308.05,101.325,0.62,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,313.25,101.325,0.7,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,317.95,101.325,0.82,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,323.15,101.325,0.94,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,328.15,101.325,1.08,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,333.05,101.325,1.19,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,338.25,101.325,1.35,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,343.25,101.325,1.51,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,348.65,101.325,1.69,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,353.35,101.325,1.86,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,358.15,101.325,2.03,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.0,101.325,2.23,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,363.25,101.325,2.21,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,368.25,101.325,2.46,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,373.0,101.325,2.65,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,373.25,101.325,2.65,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,378.45,101.325,2.85,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,383.1,101.325,3.07,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,383.35,101.325,3.06,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,388.05,101.325,3.29,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,393.1,101.325,3.52,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,393.25,101.325,3.51,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,398.25,101.325,3.73,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,403.1,101.325,3.97,0.08,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,403.45,101.325,3.99,0.08,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,408.15,101.325,4.22,0.08,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,413.1,101.325,4.45,0.09,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,413.55,101.325,4.44,0.09,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C[N+]1(CCCC1)CCC
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,298.45,101.325,0.16,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,303.55,101.325,0.19,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,313.55,101.325,0.25,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,318.65,101.325,0.31,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,323.65,101.325,0.39,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,328.15,101.325,0.45,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,333.35,101.325,0.53,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,338.25,101.325,0.61,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,343.25,101.325,0.68,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,348.65,101.325,0.78,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,353.15,101.325,0.88,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,358.35,101.325,0.98,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,363.0,101.325,1.1,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,363.05,101.325,1.09,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,368.25,101.325,1.19,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,373.0,101.325,1.34,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,373.45,101.325,1.33,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,378.45,101.325,1.47,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,383.1,101.325,1.6,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,383.35,101.325,1.59,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,388.05,101.325,1.73,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,393.1,101.325,1.88,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,393.55,101.325,1.87,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,398.25,101.325,2.02,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,403.1,101.325,2.18,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,403.45,101.325,2.17,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,408.35,101.325,2.37,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,413.1,101.325,2.53,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,413.35,101.325,2.55,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)[N+]1(CCCC1)C
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,292.85,101.325,0.0168,0.0006,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,298.15,101.325,0.0197,0.0014,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,302.85,101.325,0.03,0.0022,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,313.15,101.325,0.0515,0.0025,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,323.05,101.325,0.0767,0.0037,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,333.15,101.325,0.118,0.005,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,343.25,101.325,0.164,0.006,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,352.75,101.325,0.219,0.008,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,363.45,101.325,0.292,0.009,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,373.45,101.325,0.35,0.01,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,382.55,101.325,0.435,0.012,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,393.65,101.325,0.522,0.014,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,403.85,101.325,0.625,0.015,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCCCC)[N+]1=CNC=C1
